GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Horizontal Dilution of Precision,Altitude,Bearing,G(x),G(y),G(z),G(calibrated),Speed (OBD)(mph),Engine RPM(rpm),Trip Distance(miles),Throttle Position(Manifold)(%)
Fri Feb 19 17:57:46 EST 2016,2/19/2016 17:57:47,-75.74411965,39.62571858,21.25,3,-13,182.5,-1.1109096,9.653421,1.1875241,0.033451796,47.22421193,1974,2.74689427,25.09803963
Fri Feb 19 17:57:47 EST 2016,2/19/2016 17:57:47,-75.74413379,39.62552369,21.75,3,-13.10000038,182.5,-0.7278373,8.810662,0.8810662,0.039117243,47.22421193,1983.5,2.74689427,25.09803963
Fri Feb 19 17:57:47 EST 2016,2/19/2016 17:57:47,-75.74413379,39.62552369,21.75,3,-13.10000038,182.5,0.15322891,8.504205,1.3024458,-0.10386163,47.22421193,1983.5,2.749294835,24.70588303
Fri Feb 19 17:57:47 EST 2016,2/19/2016 17:57:47,-75.74413379,39.62552369,21.75,3,-13.10000038,182.5,-0.2681506,10.151415,1.8004397,0.07030743,47.22421193,1989,2.751655993,24.70588303
Fri Feb 19 17:57:47 EST 2016,2/19/2016 17:57:47,-75.74413379,39.62552369,21.75,3,-13.10000038,182.5,-0.842759,10.189722,1.1875241,0.04141917,47.22421193,1989,2.751655993,25.09803963
Fri Feb 19 17:57:47 EST 2016,2/19/2016 17:57:47,-75.74413379,39.62552369,21.75,3,-13.10000038,182.5,-0.5746084,9.959879,1.1875241,0.028673172,47.22421193,2000.75,2.751655993,25.09803963
Fri Feb 19 17:57:47 EST 2016,2/19/2016 17:57:47,-75.74413379,39.62552369,21.75,3,-13.10000038,182.5,-1.8770541,10.764331,1.2258313,0.13982648,48.46695435,2000.75,2.754433739,26.27450943
Fri Feb 19 17:57:47 EST 2016,2/19/2016 17:57:48,-75.74413379,39.62552369,21.75,3,-13.10000038,182.5,-1.3024458,10.496181,1.2641385,0.060373396,48.46695435,2009.25,2.756964673,26.27450943
Fri Feb 19 17:57:47 EST 2016,2/19/2016 17:57:48,-75.74413379,39.62552369,21.75,3,-13.10000038,182.5,-0.11492168,9.768343,0.9959879,0.06231221,48.46695435,2009.25,2.756964673,26.27450943
Fri Feb 19 17:57:47 EST 2016,2/19/2016 17:57:48,-75.74413379,39.62552369,21.75,3,-13.10000038,182.5,-0.6895301,8.963891,0.34476504,0.053445067,48.46695435,2020.25,2.759401386,26.27450943
Fri Feb 19 17:57:47 EST 2016,2/19/2016 17:57:48,-75.74413379,39.62552369,21.75,3,-13.10000038,182.5,-0.7661445,9.423578,0.9576807,-0.012289584,48.46695435,2020.25,2.759401386,26.27450943
Fri Feb 19 17:57:48 EST 2016,2/19/2016 17:57:48,-75.74414498,39.62532431,22,3,-14,182.1,-0.34476504,9.576807,1.1109096,0.029886473,48.46695435,2031.25,2.761838098,26.27450943
Fri Feb 19 17:57:48 EST 2016,2/19/2016 17:57:48,-75.74414498,39.62532431,22,3,-14,182.1,-0.38307226,10.381259,1.0342951,0.019832972,48.46695435,2032,2.761838098,26.27450943
Fri Feb 19 17:57:48 EST 2016,2/19/2016 17:57:48,-75.74414498,39.62532431,22,3,-14,182.1,-0.842759,9.193734,0.842759,-0.03597808,48.46695435,2032,2.764355699,25.49019623
Fri Feb 19 17:57:48 EST 2016,2/19/2016 17:57:48,-75.74414498,39.62532431,22,3,-14,182.1,-0.30645782,9.308656,0.7661445,0.065593615,48.46695435,2032,2.764355699,25.49019623
