GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Engine RPM(rpm),Speed (OBD)(mph),Throttle Position(%),Trip Distance(miles),Miles Per Gallon (diesel support in pro version)(mpg)
Thu Dec 03 14:17:35 EST 2015,03-Dec-2015 14:17:35.055,-75.70432486,39.51767673,0.0,3.0,11.800000190734863,0.0,0.19153613,6.3589997,8.312668,0.086049974,1138.25,0.0,18.431373596191406,0.007855925092470628,-
Thu Dec 03 14:17:35 EST 2015,03-Dec-2015 14:17:35.554,-75.70432486,39.51767673,0.0,3.0,11.800000190734863,0.0,1.0726024,5.554548,8.810662,0.086328566,1142.0,0.0,18.431373596191406,0.007855925092470628,0.0
Thu Dec 03 14:17:36 EST 2015,03-Dec-2015 14:17:36.053,-75.70432501,39.51767663,0.0,3.0,11.800000190734863,0.0,0.15322891,7.201759,4.7500963,-0.10143119,1120.25,0.0,18.431373596191406,0.007866500202083404,0.0
Thu Dec 03 14:17:36 EST 2015,03-Dec-2015 14:17:36.554,-75.70432501,39.51767663,0.0,3.0,11.800000190734863,0.0,4.2904096,1.2641385,8.197746,-0.029057145,1126.5,0.0,18.431373596191406,0.007866500202083404,0.0
Thu Dec 03 14:17:37 EST 2015,03-Dec-2015 14:17:37.054,-75.704325,39.51767661,0.0,4.0,11.800000190734863,0.0,0.6895301,3.4476504,9.691729,0.0699448,1142.0,0.0,18.431373596191406,0.007867979930401225,0.0
Thu Dec 03 14:17:37 EST 2015,03-Dec-2015 14:17:37.554,-75.704325,39.51767661,0.0,4.0,11.800000190734863,0.0,0.80445176,3.2561142,9.423578,0.038639367,1143.75,0.0,18.431373596191406,0.007867979930401225,0.0
Thu Dec 03 14:17:38 EST 2015,03-Dec-2015 14:17:38.054,-75.70432463,39.51767648,0.0,3.0,11.800000190734863,0.0,0.7278373,3.2944214,9.615114,0.05772239,1125.75,0.0,18.431373596191406,0.007889689170962333,0.0
Thu Dec 03 14:17:38 EST 2015,03-Dec-2015 14:17:38.554,-75.70432463,39.51767648,0.0,3.0,11.800000190734863,0.0,0.80445176,3.2944214,9.730036,0.06936437,1131.25,0.0,18.431373596191406,0.007889689170962333,0.0
Thu Dec 03 14:17:39 EST 2015,03-Dec-2015 14:17:39.054,-75.70432446,39.51767639,0.0,3.0,11.800000190734863,0.0,0.45968673,3.064578,9.232041,0.011686146,1135.0,0.0,18.431373596191406,0.00790069193768378,0.0
Thu Dec 03 14:17:39 EST 2015,03-Dec-2015 14:17:39.553,-75.70432446,39.51767639,0.0,3.0,11.800000190734863,0.0,0.49799395,3.1794999,9.078813,8.903146E-4,1142.75,0.0,18.431373596191406,0.00790069193768378,0.0
Thu Dec 03 14:17:40 EST 2015,03-Dec-2015 14:17:40.054,-75.70432422,39.51767642,0.0,3.0,11.800000190734863,0.0,0.80445176,3.371036,9.423578,0.042512715,1111.5,0.0,18.431373596191406,0.00791368195002251,0.0
Thu Dec 03 14:17:40 EST 2015,03-Dec-2015 14:17:40.554,-75.70432422,39.51767642,0.0,3.0,11.800000190734863,0.0,0.49799395,3.3327289,9.193734,0.017147183,1139.0,0.0,18.431373596191406,0.00791368195002251,0.0
Thu Dec 03 14:17:41 EST 2015,03-Dec-2015 14:17:41.054,-75.70432416,39.5176763,0.0,3.0,11.800000190734863,0.0,0.6895301,3.5625722,9.576807,0.06295723,1134.25,0.0,18.431373596191406,0.007922559741232404,0.0
Thu Dec 03 14:17:41 EST 2015,03-Dec-2015 14:17:41.554,-75.70432416,39.5176763,0.0,3.0,11.800000190734863,0.0,0.80445176,3.217807,9.615114,0.05581218,1143.75,0.0,18.431373596191406,0.007922559741232404,0.0
Thu Dec 03 14:17:42 EST 2015,03-Dec-2015 14:17:42.054,-75.70432407,39.5176763,0.0,3.0,11.800000190734863,0.0,0.842759,3.371036,9.500193,0.050164044,1134.25,0.0,18.431373596191406,0.007927368713591065,0.0
Thu Dec 03 14:17:42 EST 2015,03-Dec-2015 14:17:42.554,-75.70432407,39.5176763,0.0,3.0,11.800000190734863,0.0,0.49799395,3.0262709,9.730036,0.058954656,1124.0,0.0,18.431373596191406,0.007927368713591065,0.0
Thu Dec 03 14:17:43 EST 2015,03-Dec-2015 14:17:43.055,-75.70432382,39.51767624,0.0,3.0,11.800000190734863,0.0,0.6512229,3.217807,9.768343,0.06948775,1213.25,0.0,18.431373596191406,0.007941353506132509,0.0
Thu Dec 03 14:17:43 EST 2015,03-Dec-2015 14:17:43.553,-75.70432382,39.51767624,0.0,3.0,11.800000190734863,0.0,1.3024458,2.9113493,9.461885,0.03683573,1039.0,0.0,18.823530197143555,0.007941353506132509,0.0
Thu Dec 03 14:17:44 EST 2015,03-Dec-2015 14:17:44.054,-75.70432359,39.51767609,0.0,3.0,11.899999618530273,0.0,0.5746084,3.064578,9.461885,0.03453344,1027.25,0.0,18.431373596191406,0.007957419293210866,0.0
Thu Dec 03 14:17:44 EST 2015,03-Dec-2015 14:17:44.554,-75.70432359,39.51767609,0.0,3.0,11.899999618530273,0.0,0.7661445,3.4859576,9.423578,0.046200812,1016.25,0.0,18.431373596191406,0.007957419293210866,0.0
Thu Dec 03 14:17:45 EST 2015,03-Dec-2015 14:17:45.053,-75.70432355,39.51767597,0.0,3.0,11.800000190734863,0.0,1.4939818,2.7964275,9.346964,0.025120437,1015.5,0.0,18.431373596191406,0.007965969541899098,0.0
Thu Dec 03 14:17:45 EST 2015,03-Dec-2015 14:17:45.554,-75.70432355,39.51767597,0.0,3.0,11.800000190734863,0.0,1.0342951,3.2561142,9.385271,0.037120283,1004.5,0.0,18.431373596191406,0.007965969541899098,0.0
Thu Dec 03 14:17:46 EST 2015,03-Dec-2015 14:17:46.054,-75.70432345,39.51767585,0.0,4.0,11.800000190734863,0.0,0.842759,3.371036,9.193734,0.020883024,1005.25,0.0,18.431373596191406,0.007975822437612523,0.0
Thu Dec 03 14:17:46 EST 2015,03-Dec-2015 14:17:46.554,-75.70432345,39.51767585,0.0,4.0,11.800000190734863,0.0,0.4213795,3.064578,9.385271,0.02633208,1008.5,1.8641136288642883,18.431373596191406,0.007975822437612523,3.644787073135376
Thu Dec 03 14:17:47 EST 2015,03-Dec-2015 14:17:47.054,-75.70429041,39.51765615,1.0,3.0,13.899999618530273,45.3,1.3024458,3.1794999,9.500193,0.048810065,1002.25,1.8641136288642883,18.431373596191406,0.01020377014213214,3.595616340637207
Thu Dec 03 14:17:47 EST 2015,03-Dec-2015 14:17:47.554,-75.70429041,39.51765615,1.0,3.0,13.899999618530273,45.3,0.9959879,2.9879637,9.500193,0.03925222,1007.0,3.106856048107147,18.431373596191406,0.01020377014213214,6.116467475891113
Thu Dec 03 14:17:48 EST 2015,03-Dec-2015 14:17:48.054,-75.70427557,39.51765915,1.0,4.0,13.300000190734863,53.1,1.0342951,2.719813,9.921572,0.07297295,1014.0,2.4854848384857178,18.431373596191406,0.011023276901751422,4.893173694610596
Thu Dec 03 14:17:48 EST 2015,03-Dec-2015 14:17:48.557,-75.70427557,39.51765915,1.0,4.0,13.300000190734863,53.1,1.0726024,2.528277,9.998186,0.07593459,1017.0,2.4854848384857178,18.431373596191406,0.011023276901751422,4.910076141357422
Thu Dec 03 14:17:49 EST 2015,03-Dec-2015 14:17:49.055,-75.70425668,39.51766502,1.5,3.0,12.399999618530273,58.8,1.1492168,3.4093432,9.653421,0.06916112,1031.25,3.7282272577285767,18.431373596191406,0.012110828026102194,7.365113735198975
Thu Dec 03 14:17:49 EST 2015,03-Dec-2015 14:17:49.553,-75.70425668,39.51766502,1.5,3.0,12.399999618530273,58.8,0.7278373,2.9879637,9.883265,0.07411522,1034.25,3.7282272577285767,18.431373596191406,0.012110828026102194,7.403473854064941
Thu Dec 03 14:17:50 EST 2015,03-Dec-2015 14:17:50.054,-75.70423036,39.51767794,2.0,3.0,11.5,65.6,0.7278373,3.064578,9.461885,0.03555399,1031.25,4.9709696769714355,18.431373596191406,0.01377584356050554,10.081326484680176
Thu Dec 03 14:17:50 EST 2015,03-Dec-2015 14:17:50.554,-75.70423036,39.51767794,2.0,3.0,11.5,65.6,1.1875241,3.3327289,9.385271,0.041424572,1025.0,4.349598467350006,18.431373596191406,0.01377584356050554,8.805548667907715
Thu Dec 03 14:17:51 EST 2015,03-Dec-2015 14:17:51.054,-75.70420396,39.51768348,2.25,4.0,10.800000190734863,69.1,0.9959879,3.6774938,9.691729,0.08054119,1031.25,5.592340886592865,18.431373596191406,0.01523732671821576,8.728306770324707
Thu Dec 03 14:17:51 EST 2015,03-Dec-2015 14:17:51.554,-75.70420396,39.51768348,2.25,4.0,10.800000190734863,69.1,1.1875241,3.4093432,9.423578,0.047691524,1028.75,5.592340886592865,18.431373596191406,0.01523732671821576,11.22210693359375
Thu Dec 03 14:17:52 EST 2015,03-Dec-2015 14:17:52.054,-75.7041736,39.51769617,2.25,4.0,9.5,68.4,1.2641385,3.6008794,9.730036,0.084412515,1023.25,4.9709696769714355,18.431373596191406,0.017080696678724916,10.081326484680176
Thu Dec 03 14:17:52 EST 2015,03-Dec-2015 14:17:52.554,-75.7041736,39.51769617,2.25,4.0,9.5,68.4,1.3790601,3.371036,9.078813,0.016161382,1021.75,4.9709696769714355,18.431373596191406,0.017080696678724916,9.922981262207031
Thu Dec 03 14:17:53 EST 2015,03-Dec-2015 14:17:53.054,-75.70414728,39.5177033,2.25,4.0,9.199999809265137,68.1,1.1875241,3.5242648,9.500193,0.05897671,1025.0,4.349598467350006,18.431373596191406,0.018570584601688145,8.805548667907715
Thu Dec 03 14:17:53 EST 2015,03-Dec-2015 14:17:53.554,-75.70414728,39.5177033,2.25,4.0,9.199999809265137,68.1,1.3024458,3.4859576,9.576807,0.06634039,1036.5,4.349598467350006,18.431373596191406,0.018570584601688145,8.682608604431152
Thu Dec 03 14:17:54 EST 2015,03-Dec-2015 14:17:54.054,-75.70412031,39.51771809,2.5,4.0,8.399999618530273,60.7,1.0342951,2.9879637,9.500193,0.039648235,1042.0,5.592340886592865,18.431373596191406,0.020336311938440765,11.321417808532715
Thu Dec 03 14:17:54 EST 2015,03-Dec-2015 14:17:54.554,-75.70412031,39.51771809,2.5,4.0,8.399999618530273,60.7,1.4173675,3.4093432,9.270349,0.036183774,1035.0,5.592340886592865,18.431373596191406,0.020336311938440765,11.321417808532715
Thu Dec 03 14:17:55 EST 2015,03-Dec-2015 14:17:55.054,-75.70409295,39.51772765,2.5,4.0,7.800000190734863,60.7,1.3790601,3.6391866,10.151415,0.12723964,1045.25,5.592340886592865,18.431373596191406,0.02194011290050968,11.28148365020752
Thu Dec 03 14:17:55 EST 2015,03-Dec-2015 14:17:55.556,-75.70409295,39.51772765,2.5,4.0,7.800000190734863,60.7,1.0342951,3.371036,9.155427,0.019100726,1042.75,5.592340886592865,18.431373596191406,0.02194011290050968,11.630183219909668
Thu Dec 03 14:17:56 EST 2015,03-Dec-2015 14:17:56.054,-75.70406458,39.51773924,2.5,4.0,7.199999809265137,61.3,1.4939818,4.0222588,9.730036,0.1030063,1046.0,5.592340886592865,18.431373596191406,0.023653945001975263,11.422501564025879
Thu Dec 03 14:17:56 EST 2015,03-Dec-2015 14:17:56.554,-75.70406458,39.51773924,2.5,4.0,7.199999809265137,61.3,1.0342951,3.1028855,10.266336,0.11734396,1049.0,5.592340886592865,18.431373596191406,0.023653945001975263,11.546211242675781
Thu Dec 03 14:17:57 EST 2015,03-Dec-2015 14:17:57.054,-75.70403997,39.51775207,2.5,4.0,6.900000095367432,57.8,1.6472107,3.4093432,9.346964,0.047009528,1040.5,5.592340886592865,18.431373596191406,0.02523906330897474,11.546211242675781
Thu Dec 03 14:17:57 EST 2015,03-Dec-2015 14:17:57.553,-75.70403997,39.51775207,2.5,4.0,6.900000095367432,57.8,1.1109096,3.1794999,9.691729,0.06489807,1035.75,5.592340886592865,18.431373596191406,0.02523906330897474,11.546211242675781
Thu Dec 03 14:17:58 EST 2015,03-Dec-2015 14:17:58.054,-75.70401413,39.51776023,2.5,3.0,5.0,66.9,1.4556746,3.715801,8.963891,0.019215047,1017.0,5.592340886592865,18.431373596191406,0.02673011557037186,11.567090034484863
Thu Dec 03 14:17:58 EST 2015,03-Dec-2015 14:17:58.554,-75.70401413,39.51776023,2.5,3.0,5.0,66.9,1.4556746,3.6008794,9.193734,0.036378562,1018.75,5.592340886592865,18.431373596191406,0.02673011557037186,11.422501564025879
Thu Dec 03 14:17:59 EST 2015,03-Dec-2015 14:17:59.054,-75.70399032,39.51777154,2.5,3.0,3.9000000953674316,63.9,1.1492168,3.064578,9.270349,0.021156847,1010.75,5.592340886592865,18.431373596191406,0.02822255207507607,11.504677772521973
Thu Dec 03 14:17:59 EST 2015,03-Dec-2015 14:17:59.554,-75.70399032,39.51777154,2.5,3.0,3.9000000953674316,63.9,1.2258313,2.9879637,9.500193,0.041849554,1013.25,4.9709696769714355,18.431373596191406,0.02822255207507607,10.171499252319336
Thu Dec 03 14:18:00 EST 2015,03-Dec-2015 14:18:00.054,-75.703964,39.51778073,2.5,4.0,4.400000095367432,67.6,1.1109096,2.873042,9.615114,0.048202813,1000.75,4.349598467350006,18.431373596191406,0.0297652009640903,8.948083877563477
Thu Dec 03 14:18:00 EST 2015,03-Dec-2015 14:18:00.554,-75.703964,39.51778073,2.5,4.0,4.400000095367432,67.6,0.0,2.9496565,9.691729,0.05168599,1000.75,4.349598467350006,18.431373596191406,0.0297652009640903,8.90006160736084
Thu Dec 03 14:18:01 EST 2015,03-Dec-2015 14:18:01.054,-75.70393832,39.51778724,2.25,4.0,4.300000190734863,71.5,-0.22984336,3.4476504,9.385271,0.03848225,970.25,4.349598467350006,18.431373596191406,0.031208980622113858,8.88416862487793
Thu Dec 03 14:18:01 EST 2015,03-Dec-2015 14:18:01.554,-75.70393832,39.51778724,2.25,4.0,4.300000190734863,71.5,-0.61291564,3.4476504,9.461885,0.047446907,971.0,3.106856048107147,18.431373596191406,0.031208980622113858,6.391488075256348
Thu Dec 03 14:18:02 EST 2015,03-Dec-2015 14:18:02.053,-75.7039157,39.5177895,2.25,3.0,4.099999904632568,80.0,1.0726024,3.5625722,9.11712,0.022776067,975.0,2.4854848384857178,18.431373596191406,0.032427642504048615,5.040663242340088
Thu Dec 03 14:18:02 EST 2015,03-Dec-2015 14:18:02.554,-75.7039157,39.5177895,2.25,3.0,4.099999904632568,80.0,1.3790601,3.7541082,9.346964,0.055356205,1010.75,1.8641136288642883,18.431373596191406,0.032427642504048615,3.828007936477661
Thu Dec 03 14:18:03 EST 2015,03-Dec-2015 14:18:03.053,-75.70392374,39.51778597,0.0,3.0,4.5,0.0,-0.038307227,3.86903,9.193734,0.03579384,1053.0,1.8641136288642883,18.431373596191406,0.032921465516882575,3.7017369270324707
Thu Dec 03 14:18:03 EST 2015,03-Dec-2015 14:18:03.554,-75.70392374,39.51778597,0.0,3.0,4.5,0.0,0.80445176,4.175488,9.11712,0.044484794,915.5,1.8641136288642883,18.431373596191406,0.032921465516882575,3.632368564605713
Thu Dec 03 14:18:04 EST 2015,03-Dec-2015 14:18:04.054,-75.70392484,39.51778495,0.0,4.0,4.699999809265137,0.0,1.0342951,4.367024,9.193734,0.06187576,989.0,1.8641136288642883,18.431373596191406,0.0330131519602781,3.632368564605713
Thu Dec 03 14:18:04 EST 2015,03-Dec-2015 14:18:04.554,-75.70392484,39.51778495,0.0,4.0,4.699999809265137,0.0,1.2258313,4.2521024,9.193734,0.05909401,984.25,1.8641136288642883,18.823530197143555,0.0330131519602781,3.6510281562805176
Thu Dec 03 14:18:05 EST 2015,03-Dec-2015 14:18:05.054,-75.7039236,39.51778517,0.25,4.0,4.5,80.0,0.8810662,4.5202527,9.270349,0.07417303,1177.25,1.8641136288642883,20.0,0.033081123399190115,2.4649717807769775
Thu Dec 03 14:18:05 EST 2015,03-Dec-2015 14:18:05.554,-75.7039236,39.51778517,0.25,4.0,4.5,80.0,0.38307226,4.9416323,8.887277,0.056304753,1529.5,1.8641136288642883,23.52941131591797,0.033081123399190115,1.2914600372314453
Thu Dec 03 14:18:06 EST 2015,03-Dec-2015 14:18:06.054,-75.70393093,39.51778805,0.5,4.0,3.9000000953674316,80.0,0.5746084,5.363012,8.695741,0.062087834,1749.0,3.106856048107147,23.52941131591797,0.03352029889363983,2.090392589569092
Thu Dec 03 14:18:06 EST 2015,03-Dec-2015 14:18:06.553,-75.70393093,39.51778805,0.5,4.0,3.9000000953674316,80.0,0.842759,5.439626,8.350976,0.038564503,1810.75,5.592340886592865,23.13725471496582,0.03352029889363983,2.938650131225586
Thu Dec 03 14:18:07 EST 2015,03-Dec-2015 14:18:07.054,-75.70394276,39.51779892,1.25,4.0,3.0999999046325684,322.4,1.6472107,5.133168,8.772355,0.06858736,1642.0,7.456454515457153,18.431373596191406,0.034501067683746944,14.755712509155273
Thu Dec 03 14:18:07 EST 2015,03-Dec-2015 14:18:07.554,-75.70394276,39.51779892,1.25,4.0,3.0999999046325684,322.4,1.7621324,4.596867,9.155427,0.07864338,1431.25,7.456454515457153,18.431373596191406,0.034501067683746944,15.4227876663208
Thu Dec 03 14:18:08 EST 2015,03-Dec-2015 14:18:08.055,-75.7039508,39.51781234,1.5,4.0,3.5999999046325684,334.9,-0.6895301,4.6351743,9.11712,0.06394988,1800.0,8.699196934700012,25.882352828979492,0.03552170175518299,3.312340021133423
Thu Dec 03 14:18:08 EST 2015,03-Dec-2015 14:18:08.555,-75.7039508,39.51781234,1.5,4.0,3.5999999046325684,334.9,-0.38307226,4.7500963,9.691729,0.11991626,2311.5,8.077825725078583,25.882352828979492,0.03552170175518299,3.8338325023651123
Thu Dec 03 14:18:09 EST 2015,03-Dec-2015 14:18:09.054,-75.70394813,39.51783389,2.0,4.0,3.9000000953674316,0.3,-0.038307227,4.3287168,8.887277,0.026695311,1882.75,9.320568144321442,21.176471710205078,0.037015221580736224,5.912923812866211
Thu Dec 03 14:18:09 EST 2015,03-Dec-2015 14:18:09.554,-75.70394813,39.51783389,2.0,4.0,3.9000000953674316,0.3,0.4213795,3.7541082,9.730036,0.082980335,1582.75,11.18468177318573,21.176471710205078,0.037015221580736224,7.633175849914551
Thu Dec 03 14:18:10 EST 2015,03-Dec-2015 14:18:10.054,-75.7039287,39.51786142,2.5,4.0,4.199999809265137,23.7,-0.34476504,3.5242648,9.232041,0.026937306,1734.25,12.427424192428589,26.666667938232422,0.039179696637091865,6.124372959136963
Thu Dec 03 14:18:10 EST 2015,03-Dec-2015 14:18:10.553,-75.7039287,39.51786142,2.5,4.0,4.199999809265137,23.7,0.038307227,3.6008794,9.653421,0.06927723,2065.5,13.670166611671448,25.098039627075195,0.039179696637091865,6.946307182312012
Thu Dec 03 14:18:11 EST 2015,03-Dec-2015 14:18:11.054,-75.70388238,39.51790838,5.0,4.0,1.2999999523162842,35.4,-0.19153613,3.86903,10.266336,0.13753861,2023.25,14.912909030914307,24.705883026123047,0.04325659409892957,8.130411148071289
Thu Dec 03 14:18:11 EST 2015,03-Dec-2015 14:18:11.554,-75.70388238,39.51790838,5.0,4.0,1.2999999523162842,35.4,0.38307226,3.5242648,9.193734,0.023436606,2003.0,16.155651450157166,22.745098114013672,0.04325659409892957,11.065312385559082
Thu Dec 03 14:18:12 EST 2015,03-Dec-2015 14:18:12.054,-75.70377639,39.51799823,7.25,3.0,0.699999988079071,39.9,0.4213795,3.3327289,8.848969,-0.016153812,1963.25,16.155651450157166,23.13725471496582,0.05165274734075265,10.358223915100098
Thu Dec 03 14:18:12 EST 2015,03-Dec-2015 14:18:12.554,-75.70377639,39.51799823,7.25,3.0,0.699999988079071,39.9,0.11492168,3.9456444,9.346964,0.05327958,2025.75,16.155651450157166,23.52941131591797,0.05165274734075265,8.892719268798828
Thu Dec 03 14:18:13 EST 2015,03-Dec-2015 14:18:13.054,-75.70371717,39.51805314,7.75,4.0,-0.5,42.2,-0.15322891,3.7541082,9.730036,0.08222765,2193.75,17.398393869400024,25.098039627075195,0.05658858860773286,8.678821563720703
Thu Dec 03 14:18:13 EST 2015,03-Dec-2015 14:18:13.556,-75.70371717,39.51805314,7.75,4.0,-0.5,42.2,-0.038307227,3.2561142,9.691729,0.061217606,2175.0,19.262507498264313,23.52941131591797,0.05658858860773286,11.281484603881836
Thu Dec 03 14:18:14 EST 2015,03-Dec-2015 14:18:14.056,-75.70364567,39.51811571,8.75,3.0,-1.2000000476837158,42.3,-0.22984336,2.9113493,8.925584,-0.023690164,2183.5,19.262507498264313,23.92156982421875,0.06235299902989633,10.864269256591797
Thu Dec 03 14:18:14 EST 2015,03-Dec-2015 14:18:14.554,-75.70364567,39.51811571,8.75,3.0,-1.2000000476837158,42.3,1.0342951,3.9839516,9.80665,0.10313994,1889.0,20.50524991750717,24.3137264251709,0.06235299902989633,12.052520751953125
Thu Dec 03 14:18:15 EST 2015,03-Dec-2015 14:18:15.054,-75.70356142,39.51818015,9.0,4.0,-2.200000047683716,44.1,-0.15322891,2.719813,8.925584,-0.029722095,1935.75,21.74799233675003,24.3137264251709,0.06867979185999307,12.9224271774292
Thu Dec 03 14:18:15 EST 2015,03-Dec-2015 14:18:15.554,-75.70356142,39.51818015,9.0,4.0,-2.200000047683716,44.1,1.1492168,5.0182467,9.921572,0.15841943,1848.25,21.74799233675003,21.960784912109375,0.06867979185999307,17.40774917602539
Thu Dec 03 14:18:16 EST 2015,03-Dec-2015 14:18:16.054,-75.70348383,39.51824671,9.75,4.0,-2.0999999046325684,43.0,0.8810662,4.0222588,9.461885,0.070887506,1713.25,21.74799233675003,21.960784912109375,0.07486629001056455,17.579980850219727
Thu Dec 03 14:18:16 EST 2015,03-Dec-2015 14:18:16.555,-75.70348383,39.51824671,9.75,4.0,-2.0999999046325684,43.0,0.6895301,3.8307228,9.691729,0.08363932,1646.75,21.74799233675003,20.39215660095215,0.07486629001056455,23.489776611328125
Thu Dec 03 14:18:17 EST 2015,03-Dec-2015 14:18:17.054,-75.70339726,39.51831418,10.25,4.0,-2.200000047683716,44.0,0.7661445,2.9496565,9.691729,0.05463499,1550.75,22.99073475599289,18.039215087890625,0.08142845049862935,47.4677619934082
Thu Dec 03 14:18:17 EST 2015,03-Dec-2015 14:18:17.554,-75.70339726,39.51831418,10.25,4.0,-2.200000047683716,44.0,1.3790601,3.5242648,9.730036,0.08323115,1423.25,22.99073475599289,18.039215087890625,0.08142845049862935,48.97046661376953
Thu Dec 03 14:18:18 EST 2015,03-Dec-2015 14:18:18.054,-75.7033111,39.51837911,10.25,4.0,-2.4000000953674316,45.1,1.1109096,3.0262709,10.189722,0.10845047,1403.0,22.36936354637146,18.039215087890625,0.08785178388284898,48.92237854003906
Thu Dec 03 14:18:18 EST 2015,03-Dec-2015 14:18:18.554,-75.7033111,39.51837911,10.25,4.0,-2.4000000953674316,45.1,1.2641385,2.873042,9.040505,-0.00547415,1347.5,22.36936354637146,18.039215087890625,0.08785178388284898,48.18531799316406
Thu Dec 03 14:18:19 EST 2015,03-Dec-2015 14:18:19.055,-75.70322665,39.51845041,10.5,4.0,-3.200000047683716,43.0,2.3750482,2.7964275,9.615114,0.009263873,1327.25,22.36936354637146,18.039215087890625,0.09452683658845018,49.11017990112305
Thu Dec 03 14:18:19 EST 2015,03-Dec-2015 14:18:19.554,-75.70322665,39.51845041,10.5,4.0,-3.200000047683716,43.0,2.2984335,3.064578,10.266336,0.135997,1281.25,22.36936354637146,18.039215087890625,0.09452683658845018,48.64335250854492
Thu Dec 03 14:18:20 EST 2015,03-Dec-2015 14:18:20.055,-75.70314626,39.51852012,10.0,4.0,-4.699999809265137,42.4,3.064578,2.566584,9.232041,0.044514477,1181.25,21.74799233675003,18.039215087890625,0.10097497524236676,48.115421295166016
Thu Dec 03 14:18:20 EST 2015,03-Dec-2015 14:18:20.554,-75.70314626,39.51852012,10.0,4.0,-4.699999809265137,42.4,3.1411927,2.7964275,9.308656,0.060244143,1132.75,20.50524991750717,18.039215087890625,0.10097497524236676,45.365966796875
Thu Dec 03 14:18:21 EST 2015,03-Dec-2015 14:18:21.054,-75.70307903,39.51857893,8.75,4.0,-5.0,42.2,4.213795,2.566584,9.078813,0.0722999,1047.5,19.262507498264313,18.039215087890625,0.10639391279394506,42.28932571411133
Thu Dec 03 14:18:21 EST 2015,03-Dec-2015 14:18:21.554,-75.70307903,39.51857893,8.75,4.0,-5.0,42.2,3.9839516,2.336741,9.232041,0.07128602,952.25,17.398393869400024,18.039215087890625,0.10639391279394506,37.90578842163086
Thu Dec 03 14:18:22 EST 2015,03-Dec-2015 14:18:22.054,-75.7030268,39.51862116,6.5,3.0,-5.300000190734863,42.7,3.5625722,2.2601264,8.848969,0.018315196,948.25,14.912909030914307,18.039215087890625,0.11042826444978893,32.92973709106445
Thu Dec 03 14:18:22 EST 2015,03-Dec-2015 14:18:22.553,-75.7030268,39.51862116,6.5,3.0,-5.300000190734863,42.7,1.0726024,3.8307228,8.887277,0.011555612,964.75,12.427424192428589,18.039215087890625,0.11042826444978893,27.283435821533203
Thu Dec 03 14:18:23 EST 2015,03-Dec-2015 14:18:23.057,-75.70300105,39.51864352,4.0,4.0,-5.0,41.3,1.1109096,3.86903,9.5385,0.07436091,1102.25,9.320568144321442,22.745098114013672,0.11249527766634237,12.410945892333984
Thu Dec 03 14:18:23 EST 2015,03-Dec-2015 14:18:23.555,-75.70300105,39.51864352,4.0,4.0,-5.0,41.3,0.19153613,4.865018,9.002198,0.062270463,1719.5,6.213712096214294,23.13725471496582,0.11249527766634237,3.7387349605560303
Thu Dec 03 14:18:24 EST 2015,03-Dec-2015 14:18:24.054,-75.70297773,39.51865111,2.5,3.0,-5.099999904632568,52.0,0.22984336,5.4779334,8.810662,0.07682866,1971.75,6.213712096214294,25.098039627075195,0.11384686394236798,3.333646774291992
Thu Dec 03 14:18:24 EST 2015,03-Dec-2015 14:18:24.554,-75.70297773,39.51865111,2.5,3.0,-5.099999904632568,52.0,0.22984336,5.363012,8.542512,0.047446907,2133.5,6.213712096214294,25.098039627075195,0.11384686394236798,3.1857173442840576
Thu Dec 03 14:18:25 EST 2015,03-Dec-2015 14:18:25.054,-75.70293851,39.51866695,3.25,4.0,-6.0,69.3,0.22984336,5.861006,8.236053,0.049705446,2349.0,9.320568144321442,26.27450942993164,0.11621027189138466,3.71513295173645
Thu Dec 03 14:18:25 EST 2015,03-Dec-2015 14:18:25.555,-75.70293851,39.51866695,3.25,4.0,-6.0,69.3,0.19153613,5.4779334,8.810662,0.076749384,2550.75,11.18468177318573,26.666667938232422,0.11621027189138466,4.741735458374023
Thu Dec 03 14:18:26 EST 2015,03-Dec-2015 14:18:26.054,-75.7028746,39.5186534,5.0,3.0,-6.5,100.4,0.61291564,6.129156,8.734048,0.10846454,2181.25,12.427424192428589,26.27450942993164,0.11975074034990296,5.654204845428467
Thu Dec 03 14:18:26 EST 2015,03-Dec-2015 14:18:26.554,-75.7028746,39.5186534,5.0,3.0,-6.5,100.4,-0.38307226,4.175488,9.423578,0.07040912,2191.25,14.291537821292877,27.45098114013672,0.11975074034990296,6.1362128257751465
Thu Dec 03 14:18:27 EST 2015,03-Dec-2015 14:18:27.054,-75.70280931,39.51862631,6.25,4.0,-6.699999809265137,113.9,-0.6895301,4.2521024,9.576807,0.08943862,2243.75,16.155651450157166,27.45098114013672,0.12370837992682215,6.746649265289307
Thu Dec 03 14:18:27 EST 2015,03-Dec-2015 14:18:27.554,-75.70280931,39.51862631,6.25,4.0,-6.699999809265137,113.9,-0.30645782,3.9839516,9.346964,0.0552091,2300.0,16.155651450157166,27.45098114013672,0.12370837992682215,6.724552631378174
